2025-12-19 17:26:35 | INFO     | app | 🚀 Starting Messaging Platform...
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | COMMIT
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | BEGIN (implicit)
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | SELECT users.id, users.email, users.username, users.password_hash, users.public_key, users.avatar_url, users.is_active, users.created_at, users.last_seen 
FROM users 
WHERE users.id = %s
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | [cached since 10.8s ago] ('ec0cbce5-792d-4dea-be18-5096566f71f9',)
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | SELECT messages.sender_id AS messages_sender_id, messages.id AS messages_id, messages.conversation_id AS messages_conversation_id, messages.encrypted_content AS messages_encrypted_content, messages.nonce AS messages_nonce, messages.content_type AS messages_content_type, messages.is_delivered AS messages_is_delivered, messages.is_read AS messages_is_read, messages.created_at AS messages_created_at 
FROM messages 
WHERE messages.sender_id IN (%s)
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | [cached since 10.79s ago] ('ec0cbce5-792d-4dea-be18-5096566f71f9',)
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | SELECT contacts.user_id AS contacts_user_id, contacts.id AS contacts_id, contacts.contact_id AS contacts_contact_id, contacts.status AS contacts_status, contacts.nickname AS contacts_nickname, contacts.created_at AS contacts_created_at 
FROM contacts 
WHERE contacts.user_id IN (%s)
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | [cached since 10.79s ago] ('ec0cbce5-792d-4dea-be18-5096566f71f9',)
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | SELECT conversation_members.user_id AS conversation_members_user_id, conversation_members.id AS conversation_members_id, conversation_members.conversation_id AS conversation_members_conversation_id, conversation_members.joined_at AS conversation_members_joined_at, conversation_members.last_read_at AS conversation_members_last_read_at 
FROM conversation_members 
WHERE conversation_members.user_id IN (%s)
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | [cached since 10.79s ago] ('ec0cbce5-792d-4dea-be18-5096566f71f9',)
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | SELECT conversation_members.conversation_id 
FROM conversation_members 
WHERE conversation_members.user_id = %s
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | [cached since 10.66s ago] ('ec0cbce5-792d-4dea-be18-5096566f71f9',)
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | SELECT conversations.id, conversations.type, conversations.name, conversations.created_at, conversations.updated_at 
FROM conversations 
WHERE conversations.id IN (%s) ORDER BY conversations.updated_at DESC
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | [cached since 10.66s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522',)
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | SELECT messages.conversation_id AS messages_conversation_id, messages.id AS messages_id, messages.sender_id AS messages_sender_id, messages.encrypted_content AS messages_encrypted_content, messages.nonce AS messages_nonce, messages.content_type AS messages_content_type, messages.is_delivered AS messages_is_delivered, messages.is_read AS messages_is_read, messages.created_at AS messages_created_at 
FROM messages 
WHERE messages.conversation_id IN (%s) ORDER BY messages.created_at
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | [cached since 10.73s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522',)
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | SELECT conversation_members.conversation_id AS conversation_members_conversation_id, conversation_members.id AS conversation_members_id, conversation_members.user_id AS conversation_members_user_id, conversation_members.joined_at AS conversation_members_joined_at, conversation_members.last_read_at AS conversation_members_last_read_at 
FROM conversation_members 
WHERE conversation_members.conversation_id IN (%s)
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | [cached since 10.73s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522',)
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | SELECT users.id AS users_id, users.email AS users_email, users.username AS users_username, users.password_hash AS users_password_hash, users.public_key AS users_public_key, users.avatar_url AS users_avatar_url, users.is_active AS users_is_active, users.created_at AS users_created_at, users.last_seen AS users_last_seen 
FROM users 
WHERE users.id IN (%s, %s)
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | [cached since 10.73s ago] ('baa028ee-eb71-49a9-96e6-2f3694968e0a', 'ec0cbce5-792d-4dea-be18-5096566f71f9')
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | SELECT messages.sender_id AS messages_sender_id, messages.id AS messages_id, messages.conversation_id AS messages_conversation_id, messages.encrypted_content AS messages_encrypted_content, messages.nonce AS messages_nonce, messages.content_type AS messages_content_type, messages.is_delivered AS messages_is_delivered, messages.is_read AS messages_is_read, messages.created_at AS messages_created_at 
FROM messages 
WHERE messages.sender_id IN (%s, %s)
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | [cached since 10.73s ago] ('baa028ee-eb71-49a9-96e6-2f3694968e0a', 'ec0cbce5-792d-4dea-be18-5096566f71f9')
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | SELECT contacts.user_id AS contacts_user_id, contacts.id AS contacts_id, contacts.contact_id AS contacts_contact_id, contacts.status AS contacts_status, contacts.nickname AS contacts_nickname, contacts.created_at AS contacts_created_at 
FROM contacts 
WHERE contacts.user_id IN (%s, %s)
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | [cached since 10.73s ago] ('baa028ee-eb71-49a9-96e6-2f3694968e0a', 'ec0cbce5-792d-4dea-be18-5096566f71f9')
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | SELECT conversation_members.last_read_at 
FROM conversation_members 
WHERE conversation_members.conversation_id = %s AND conversation_members.user_id = %s
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | [cached since 10.65s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522', 'ec0cbce5-792d-4dea-be18-5096566f71f9')
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | SELECT messages.id 
FROM messages 
WHERE messages.conversation_id = %s AND messages.sender_id != %s
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | [cached since 10.65s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522', 'ec0cbce5-792d-4dea-be18-5096566f71f9')
2025-12-19 18:10:27 | INFO     | sqlalchemy.engine.Engine | COMMIT
2025-12-19 18:10:30 | INFO     | sqlalchemy.engine.Engine | BEGIN (implicit)
2025-12-19 18:10:30 | INFO     | sqlalchemy.engine.Engine | SELECT users.id, users.email, users.username, users.password_hash, users.public_key, users.avatar_url, users.is_active, users.created_at, users.last_seen 
FROM users 
WHERE users.id = %s
2025-12-19 18:10:30 | INFO     | sqlalchemy.engine.Engine | [cached since 13.57s ago] ('ec0cbce5-792d-4dea-be18-5096566f71f9',)
2025-12-19 18:10:30 | INFO     | sqlalchemy.engine.Engine | SELECT messages.sender_id AS messages_sender_id, messages.id AS messages_id, messages.conversation_id AS messages_conversation_id, messages.encrypted_content AS messages_encrypted_content, messages.nonce AS messages_nonce, messages.content_type AS messages_content_type, messages.is_delivered AS messages_is_delivered, messages.is_read AS messages_is_read, messages.created_at AS messages_created_at 
FROM messages 
WHERE messages.sender_id IN (%s)
2025-12-19 18:10:30 | INFO     | sqlalchemy.engine.Engine | [cached since 13.57s ago] ('ec0cbce5-792d-4dea-be18-5096566f71f9',)
2025-12-19 18:10:30 | INFO     | sqlalchemy.engine.Engine | SELECT contacts.user_id AS contacts_user_id, contacts.id AS contacts_id, contacts.contact_id AS contacts_contact_id, contacts.status AS contacts_status, contacts.nickname AS contacts_nickname, contacts.created_at AS contacts_created_at 
FROM contacts 
WHERE contacts.user_id IN (%s)
2025-12-19 18:10:30 | INFO     | sqlalchemy.engine.Engine | [cached since 13.57s ago] ('ec0cbce5-792d-4dea-be18-5096566f71f9',)
2025-12-19 18:10:30 | INFO     | sqlalchemy.engine.Engine | SELECT conversation_members.user_id AS conversation_members_user_id, conversation_members.id AS conversation_members_id, conversation_members.conversation_id AS conversation_members_conversation_id, conversation_members.joined_at AS conversation_members_joined_at, conversation_members.last_read_at AS conversation_members_last_read_at 
FROM conversation_members 
WHERE conversation_members.user_id IN (%s)
2025-12-19 18:10:30 | INFO     | sqlalchemy.engine.Engine | [cached since 13.57s ago] ('ec0cbce5-792d-4dea-be18-5096566f71f9',)
2025-12-19 18:10:30 | INFO     | sqlalchemy.engine.Engine | SELECT conversation_members.id, conversation_members.conversation_id, conversation_members.user_id, conversation_members.joined_at, conversation_members.last_read_at 
FROM conversation_members 
WHERE conversation_members.conversation_id = %s AND conversation_members.user_id = %s
2025-12-19 18:10:30 | INFO     | sqlalchemy.engine.Engine | [cached since 13.34s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522', 'ec0cbce5-792d-4dea-be18-5096566f71f9')
2025-12-19 18:10:30 | INFO     | sqlalchemy.engine.Engine | SELECT messages.id 
FROM messages 
WHERE messages.conversation_id = %s
2025-12-19 18:10:30 | INFO     | sqlalchemy.engine.Engine | [cached since 13.34s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522',)
2025-12-19 18:10:30 | INFO     | sqlalchemy.engine.Engine | SELECT messages.id, messages.conversation_id, messages.sender_id, messages.encrypted_content, messages.nonce, messages.content_type, messages.is_delivered, messages.is_read, messages.created_at 
FROM messages 
WHERE messages.conversation_id = %s ORDER BY messages.created_at DESC 
 LIMIT %s, %s
2025-12-19 18:10:30 | INFO     | sqlalchemy.engine.Engine | [cached since 13.34s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522', 0, 50)
2025-12-19 18:10:30 | INFO     | sqlalchemy.engine.Engine | COMMIT
2025-12-19 18:10:33 | INFO     | engineio.server | 0LlEK2w00RTGmAm_AAAB: Received packet MESSAGE data 2["send_message",{"conversation_id":"afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522","encrypted_content":"aGlp","nonce":"MTc2NjE0ODAzMzA0Mg==","content_type":"text"}]
2025-12-19 18:10:33 | INFO     | socketio.server | received event "send_message" from wlu6w3eG2Zi_xmw1AAAD [/]
2025-12-19 18:10:33 | DEBUG    | app | [Socket] send_message from wlu6w3eG2Zi_xmw1AAAD
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | BEGIN (implicit)
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | SELECT conversation_members.id, conversation_members.conversation_id, conversation_members.user_id, conversation_members.joined_at, conversation_members.last_read_at 
FROM conversation_members 
WHERE conversation_members.conversation_id = %s AND conversation_members.user_id = %s
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | [cached since 16.31s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522', 'ec0cbce5-792d-4dea-be18-5096566f71f9')
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | INSERT INTO messages (id, conversation_id, sender_id, encrypted_content, nonce, content_type, is_delivered, is_read, created_at) VALUES (%s, %s, %s, %s, %s, %s, %s, %s, %s)
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | [generated in 0.00078s] ('727b8c33-9216-421b-9dd0-56edd7ddb496', 'afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522', 'ec0cbce5-792d-4dea-be18-5096566f71f9', 'aGlp', 'MTc2NjE0ODAzMzA0Mg==', 'text', 0, 0, datetime.datetime(2025, 12, 19, 12, 40, 33, 63195, tzinfo=datetime.timezone.utc))
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | SELECT messages.id, messages.conversation_id, messages.sender_id, messages.encrypted_content, messages.nonce, messages.content_type, messages.is_delivered, messages.is_read, messages.created_at 
FROM messages 
WHERE messages.id = %s
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | [generated in 0.00060s] ('727b8c33-9216-421b-9dd0-56edd7ddb496',)
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | UPDATE conversations SET updated_at=%s WHERE conversations.id = %s
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | [generated in 0.00059s] (datetime.datetime(2025, 12, 19, 12, 40, 33, 72055, tzinfo=datetime.timezone.utc), 'afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522')
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | COMMIT
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | BEGIN (implicit)
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | SELECT conversations.id, conversations.type, conversations.name, conversations.created_at, conversations.updated_at 
FROM conversations 
WHERE conversations.id = %s
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | [cached since 16.51s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522',)
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | SELECT messages.conversation_id AS messages_conversation_id, messages.id AS messages_id, messages.sender_id AS messages_sender_id, messages.encrypted_content AS messages_encrypted_content, messages.nonce AS messages_nonce, messages.content_type AS messages_content_type, messages.is_delivered AS messages_is_delivered, messages.is_read AS messages_is_read, messages.created_at AS messages_created_at 
FROM messages 
WHERE messages.conversation_id IN (%s) ORDER BY messages.created_at
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | [cached since 16.52s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522',)
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | SELECT conversation_members.conversation_id AS conversation_members_conversation_id, conversation_members.id AS conversation_members_id, conversation_members.user_id AS conversation_members_user_id, conversation_members.joined_at AS conversation_members_joined_at, conversation_members.last_read_at AS conversation_members_last_read_at 
FROM conversation_members 
WHERE conversation_members.conversation_id IN (%s)
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | [cached since 16.52s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522',)
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | SELECT users.id AS users_id, users.email AS users_email, users.username AS users_username, users.password_hash AS users_password_hash, users.public_key AS users_public_key, users.avatar_url AS users_avatar_url, users.is_active AS users_is_active, users.created_at AS users_created_at, users.last_seen AS users_last_seen 
FROM users 
WHERE users.id IN (%s, %s)
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | [cached since 16.52s ago] ('baa028ee-eb71-49a9-96e6-2f3694968e0a', 'ec0cbce5-792d-4dea-be18-5096566f71f9')
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | SELECT messages.sender_id AS messages_sender_id, messages.id AS messages_id, messages.conversation_id AS messages_conversation_id, messages.encrypted_content AS messages_encrypted_content, messages.nonce AS messages_nonce, messages.content_type AS messages_content_type, messages.is_delivered AS messages_is_delivered, messages.is_read AS messages_is_read, messages.created_at AS messages_created_at 
FROM messages 
WHERE messages.sender_id IN (%s, %s)
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | [cached since 16.52s ago] ('baa028ee-eb71-49a9-96e6-2f3694968e0a', 'ec0cbce5-792d-4dea-be18-5096566f71f9')
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | SELECT contacts.user_id AS contacts_user_id, contacts.id AS contacts_id, contacts.contact_id AS contacts_contact_id, contacts.status AS contacts_status, contacts.nickname AS contacts_nickname, contacts.created_at AS contacts_created_at 
FROM contacts 
WHERE contacts.user_id IN (%s, %s)
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | [cached since 16.52s ago] ('baa028ee-eb71-49a9-96e6-2f3694968e0a', 'ec0cbce5-792d-4dea-be18-5096566f71f9')
2025-12-19 18:10:33 | INFO     | socketio.server | emitting event "new_message" to wlu6w3eG2Zi_xmw1AAAD [/]
2025-12-19 18:10:33 | INFO     | engineio.server | 0LlEK2w00RTGmAm_AAAB: Sending packet MESSAGE data 2["new_message",{"id":"727b8c33-9216-421b-9dd0-56edd7ddb496","conversation_id":"afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522","sender_id":"ec0cbce5-792d-4dea-be18-5096566f71f9","encrypted_content":"aGlp","nonce":"MTc2NjE0ODAzMzA0Mg==","content_type":"text","created_at":"2025-12-19T12:40:33"}]
2025-12-19 18:10:33 | INFO     | sqlalchemy.engine.Engine | COMMIT
2025-12-19 18:10:33 | INFO     | app | [Socket] 📨 Message 727b8c33-9216-421b-9dd0-56edd7ddb496 sent by ec0cbce5-792d-4dea-be18-5096566f71f9
2025-12-19 18:10:37 | INFO     | engineio.server | 0D-P6aq6J-0T30PgAAAA: Sending packet PING data None
2025-12-19 18:10:37 | INFO     | engineio.server | 0LlEK2w00RTGmAm_AAAB: Sending packet PING data None
2025-12-19 18:10:37 | INFO     | engineio.server | 0D-P6aq6J-0T30PgAAAA: Received packet PONG data 
2025-12-19 18:10:37 | INFO     | engineio.server | 0LlEK2w00RTGmAm_AAAB: Received packet PONG data 
2025-12-19 18:11:02 | INFO     | engineio.server | 0D-P6aq6J-0T30PgAAAA: Sending packet PING data None
2025-12-19 18:11:02 | INFO     | engineio.server | 0LlEK2w00RTGmAm_AAAB: Sending packet PING data None
2025-12-19 18:11:02 | INFO     | engineio.server | 0D-P6aq6J-0T30PgAAAA: Received packet PONG data 
2025-12-19 18:11:02 | INFO     | engineio.server | 0LlEK2w00RTGmAm_AAAB: Received packet PONG data 
2025-12-19 18:11:03 | INFO     | engineio.server | 0LlEK2w00RTGmAm_AAAB: Received packet MESSAGE data 2["send_message",{"conversation_id":"afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522","encrypted_content":"aGVsbG8=","nonce":"MTc2NjE0ODA2MzI5Nw==","content_type":"text"}]
2025-12-19 18:11:03 | INFO     | socketio.server | received event "send_message" from wlu6w3eG2Zi_xmw1AAAD [/]
2025-12-19 18:11:03 | DEBUG    | app | [Socket] send_message from wlu6w3eG2Zi_xmw1AAAD
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | BEGIN (implicit)
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | SELECT conversation_members.id, conversation_members.conversation_id, conversation_members.user_id, conversation_members.joined_at, conversation_members.last_read_at 
FROM conversation_members 
WHERE conversation_members.conversation_id = %s AND conversation_members.user_id = %s
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | [cached since 46.57s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522', 'ec0cbce5-792d-4dea-be18-5096566f71f9')
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | INSERT INTO messages (id, conversation_id, sender_id, encrypted_content, nonce, content_type, is_delivered, is_read, created_at) VALUES (%s, %s, %s, %s, %s, %s, %s, %s, %s)
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | [cached since 30.26s ago] ('a7e20bce-c84f-4f0b-a80b-f1677c93fe5b', 'afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522', 'ec0cbce5-792d-4dea-be18-5096566f71f9', 'aGVsbG8=', 'MTc2NjE0ODA2MzI5Nw==', 'text', 0, 0, datetime.datetime(2025, 12, 19, 12, 41, 3, 317619, tzinfo=datetime.timezone.utc))
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | SELECT messages.id, messages.conversation_id, messages.sender_id, messages.encrypted_content, messages.nonce, messages.content_type, messages.is_delivered, messages.is_read, messages.created_at 
FROM messages 
WHERE messages.id = %s
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | [cached since 30.25s ago] ('a7e20bce-c84f-4f0b-a80b-f1677c93fe5b',)
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | UPDATE conversations SET updated_at=%s WHERE conversations.id = %s
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | [cached since 30.25s ago] (datetime.datetime(2025, 12, 19, 12, 41, 3, 326657, tzinfo=datetime.timezone.utc), 'afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522')
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | COMMIT
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | BEGIN (implicit)
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | SELECT conversations.id, conversations.type, conversations.name, conversations.created_at, conversations.updated_at 
FROM conversations 
WHERE conversations.id = %s
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | [cached since 46.77s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522',)
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | SELECT messages.conversation_id AS messages_conversation_id, messages.id AS messages_id, messages.sender_id AS messages_sender_id, messages.encrypted_content AS messages_encrypted_content, messages.nonce AS messages_nonce, messages.content_type AS messages_content_type, messages.is_delivered AS messages_is_delivered, messages.is_read AS messages_is_read, messages.created_at AS messages_created_at 
FROM messages 
WHERE messages.conversation_id IN (%s) ORDER BY messages.created_at
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | [cached since 46.77s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522',)
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | SELECT conversation_members.conversation_id AS conversation_members_conversation_id, conversation_members.id AS conversation_members_id, conversation_members.user_id AS conversation_members_user_id, conversation_members.joined_at AS conversation_members_joined_at, conversation_members.last_read_at AS conversation_members_last_read_at 
FROM conversation_members 
WHERE conversation_members.conversation_id IN (%s)
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | [cached since 46.77s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522',)
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | SELECT users.id AS users_id, users.email AS users_email, users.username AS users_username, users.password_hash AS users_password_hash, users.public_key AS users_public_key, users.avatar_url AS users_avatar_url, users.is_active AS users_is_active, users.created_at AS users_created_at, users.last_seen AS users_last_seen 
FROM users 
WHERE users.id IN (%s, %s)
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | [cached since 46.77s ago] ('baa028ee-eb71-49a9-96e6-2f3694968e0a', 'ec0cbce5-792d-4dea-be18-5096566f71f9')
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | SELECT messages.sender_id AS messages_sender_id, messages.id AS messages_id, messages.conversation_id AS messages_conversation_id, messages.encrypted_content AS messages_encrypted_content, messages.nonce AS messages_nonce, messages.content_type AS messages_content_type, messages.is_delivered AS messages_is_delivered, messages.is_read AS messages_is_read, messages.created_at AS messages_created_at 
FROM messages 
WHERE messages.sender_id IN (%s, %s)
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | [cached since 46.77s ago] ('baa028ee-eb71-49a9-96e6-2f3694968e0a', 'ec0cbce5-792d-4dea-be18-5096566f71f9')
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | SELECT contacts.user_id AS contacts_user_id, contacts.id AS contacts_id, contacts.contact_id AS contacts_contact_id, contacts.status AS contacts_status, contacts.nickname AS contacts_nickname, contacts.created_at AS contacts_created_at 
FROM contacts 
WHERE contacts.user_id IN (%s, %s)
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | [cached since 46.77s ago] ('baa028ee-eb71-49a9-96e6-2f3694968e0a', 'ec0cbce5-792d-4dea-be18-5096566f71f9')
2025-12-19 18:11:03 | INFO     | socketio.server | emitting event "new_message" to wlu6w3eG2Zi_xmw1AAAD [/]
2025-12-19 18:11:03 | INFO     | engineio.server | 0LlEK2w00RTGmAm_AAAB: Sending packet MESSAGE data 2["new_message",{"id":"a7e20bce-c84f-4f0b-a80b-f1677c93fe5b","conversation_id":"afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522","sender_id":"ec0cbce5-792d-4dea-be18-5096566f71f9","encrypted_content":"aGVsbG8=","nonce":"MTc2NjE0ODA2MzI5Nw==","content_type":"text","created_at":"2025-12-19T12:41:03"}]
2025-12-19 18:11:03 | INFO     | sqlalchemy.engine.Engine | COMMIT
2025-12-19 18:11:03 | INFO     | app | [Socket] 📨 Message a7e20bce-c84f-4f0b-a80b-f1677c93fe5b sent by ec0cbce5-792d-4dea-be18-5096566f71f9
2025-12-19 18:11:12 | INFO     | sqlalchemy.engine.Engine | BEGIN (implicit)
2025-12-19 18:11:12 | INFO     | sqlalchemy.engine.Engine | SELECT users.id, users.email, users.username, users.password_hash, users.public_key, users.avatar_url, users.is_active, users.created_at, users.last_seen 
FROM users 
WHERE users.id = %s
2025-12-19 18:11:12 | INFO     | sqlalchemy.engine.Engine | [cached since 55.84s ago] ('ec0cbce5-792d-4dea-be18-5096566f71f9',)
2025-12-19 18:11:12 | INFO     | sqlalchemy.engine.Engine | SELECT messages.sender_id AS messages_sender_id, messages.id AS messages_id, messages.conversation_id AS messages_conversation_id, messages.encrypted_content AS messages_encrypted_content, messages.nonce AS messages_nonce, messages.content_type AS messages_content_type, messages.is_delivered AS messages_is_delivered, messages.is_read AS messages_is_read, messages.created_at AS messages_created_at 
FROM messages 
WHERE messages.sender_id IN (%s)
2025-12-19 18:11:12 | INFO     | sqlalchemy.engine.Engine | [cached since 55.84s ago] ('ec0cbce5-792d-4dea-be18-5096566f71f9',)
2025-12-19 18:11:12 | INFO     | sqlalchemy.engine.Engine | SELECT contacts.user_id AS contacts_user_id, contacts.id AS contacts_id, contacts.contact_id AS contacts_contact_id, contacts.status AS contacts_status, contacts.nickname AS contacts_nickname, contacts.created_at AS contacts_created_at 
FROM contacts 
WHERE contacts.user_id IN (%s)
2025-12-19 18:11:12 | INFO     | sqlalchemy.engine.Engine | [cached since 55.84s ago] ('ec0cbce5-792d-4dea-be18-5096566f71f9',)
2025-12-19 18:11:12 | INFO     | sqlalchemy.engine.Engine | SELECT conversation_members.user_id AS conversation_members_user_id, conversation_members.id AS conversation_members_id, conversation_members.conversation_id AS conversation_members_conversation_id, conversation_members.joined_at AS conversation_members_joined_at, conversation_members.last_read_at AS conversation_members_last_read_at 
FROM conversation_members 
WHERE conversation_members.user_id IN (%s)
2025-12-19 18:11:12 | INFO     | sqlalchemy.engine.Engine | [cached since 55.84s ago] ('ec0cbce5-792d-4dea-be18-5096566f71f9',)
2025-12-19 18:11:12 | INFO     | sqlalchemy.engine.Engine | SELECT conversation_members.id, conversation_members.conversation_id, conversation_members.user_id, conversation_members.joined_at, conversation_members.last_read_at 
FROM conversation_members 
WHERE conversation_members.conversation_id = %s AND conversation_members.user_id = %s
2025-12-19 18:11:12 | INFO     | sqlalchemy.engine.Engine | [cached since 55.6s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522', 'ec0cbce5-792d-4dea-be18-5096566f71f9')
2025-12-19 18:11:12 | INFO     | sqlalchemy.engine.Engine | SELECT messages.id 
FROM messages 
WHERE messages.conversation_id = %s
2025-12-19 18:11:12 | INFO     | sqlalchemy.engine.Engine | [cached since 55.6s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522',)
2025-12-19 18:11:12 | INFO     | sqlalchemy.engine.Engine | SELECT messages.id, messages.conversation_id, messages.sender_id, messages.encrypted_content, messages.nonce, messages.content_type, messages.is_delivered, messages.is_read, messages.created_at 
FROM messages 
WHERE messages.conversation_id = %s ORDER BY messages.created_at DESC 
 LIMIT %s, %s
2025-12-19 18:11:12 | INFO     | sqlalchemy.engine.Engine | [cached since 55.6s ago] ('afcc39a2-b38b-4bfa-ab3e-9fcf2a2f6522', 0, 50)
2025-12-19 18:11:12 | INFO     | sqlalchemy.engine.Engine | COMMIT
